asset_id,swf_character_id,library_symbol,type,source_file,source_frame,exported_file,sha256,format,dimensions_or_bounds,font_glyphs,transformation,confidence,license_or_provenance,notes
swf-definition-00011,1,Bauhaus Md BT,font,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/VB/L4VB09.swf,,,0fc588f79dbfd0c9181d8464231de6f6ffa2953651b362b9d8823f16902234ff,DefineFont2,,26,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=11; payloadBytes=1887; rawTagPayloadSha256=0fc588f79dbfd0c9181d8464231de6f6ffa2953651b362b9d8823f16902234ff; exactTagIdentitySha256=b4f8bd1ff9b99d6c473548448420470cba8156f3e57c880f1cfb1bc220e8acb9; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00053,41,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/VB/L4VB09.swf,,,7f6a45d7acfac720fe8b21e8016a7fdb7080cab753136ba810b67a66180af98e,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=53; payloadBytes=25; rawTagPayloadSha256=7f6a45d7acfac720fe8b21e8016a7fdb7080cab753136ba810b67a66180af98e; exactTagIdentitySha256=8e342712206ce0c57baa0620f8217088ab3420587422c9f785e311bced813c9b; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00054,42,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/VB/L4VB09.swf,,,bb245e77361eda54d3db69695e25a27e311cad8cd36091bfbb768d1c15a4e375,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=54; payloadBytes=25; rawTagPayloadSha256=bb245e77361eda54d3db69695e25a27e311cad8cd36091bfbb768d1c15a4e375; exactTagIdentitySha256=ac5ecf4c254af4b8d19a4a12d2871fa97022bb7a4039c3716597d7a691f9e9bb; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00055,43,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/VB/L4VB09.swf,,,3312264a279958184e5979aec18ecb35bcce1a2660483ea1a852ec3d2be675db,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=55; payloadBytes=25; rawTagPayloadSha256=3312264a279958184e5979aec18ecb35bcce1a2660483ea1a852ec3d2be675db; exactTagIdentitySha256=1f533b2b397cca912b49598a3d7395d35fe53e6fc6c5f543cacd2b57a67f4a08; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00056,44,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/VB/L4VB09.swf,,,a39bf15452ddbf4c326f738060f093bc34a04637471a74fcefeb0cff1fa31ed3,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=56; payloadBytes=25; rawTagPayloadSha256=a39bf15452ddbf4c326f738060f093bc34a04637471a74fcefeb0cff1fa31ed3; exactTagIdentitySha256=6a5fc200a2ce35d026a5575883f86959e2d2317aa02df245e65744c9f3102f6c; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00057,45,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/VB/L4VB09.swf,,,23883bf94fac75613a665dc8f219c9f6fc4ab9c469e38227575ca9eb060bdf19,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=57; payloadBytes=25; rawTagPayloadSha256=23883bf94fac75613a665dc8f219c9f6fc4ab9c469e38227575ca9eb060bdf19; exactTagIdentitySha256=63b571ba095bbeb3f968daae14a023d65f03e07aa5498e2ce72632133eb04966; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00058,46,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/VB/L4VB09.swf,,,eb790c5d906c8a67a286f2b0c07281d92689e34ed6989cced256b8b75b5ea83e,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=58; payloadBytes=25; rawTagPayloadSha256=eb790c5d906c8a67a286f2b0c07281d92689e34ed6989cced256b8b75b5ea83e; exactTagIdentitySha256=afb2a37b301d0cf22c2510727634abf238f501966d8a81bbc25a9f87f3286012; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00059,47,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/VB/L4VB09.swf,,,366fb3cbd5fb2617f15fbbf04db7198098e1ea2669e7dbccf156d88d82109258,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=59; payloadBytes=25; rawTagPayloadSha256=366fb3cbd5fb2617f15fbbf04db7198098e1ea2669e7dbccf156d88d82109258; exactTagIdentitySha256=fa5b5d6ca26c8c307cde703538ad648de7f5eec29d5a7a4858a46cfef5ea4c46; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00060,48,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/VB/L4VB09.swf,,,5427cb79b28b2b089d120b258861a4ea4205c6b419957bc0aaeed171baf8dd1f,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=60; payloadBytes=25; rawTagPayloadSha256=5427cb79b28b2b089d120b258861a4ea4205c6b419957bc0aaeed171baf8dd1f; exactTagIdentitySha256=0b99d880d12684d63ed468e81abdc1718ace276fb0989aa2bc252932432888d9; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00061,49,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/VB/L4VB09.swf,,,70afefe7551cf62d03655f49094fffe34c1ca3a73b561f57e0be1035fdb4a2e5,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=61; payloadBytes=25; rawTagPayloadSha256=70afefe7551cf62d03655f49094fffe34c1ca3a73b561f57e0be1035fdb4a2e5; exactTagIdentitySha256=2265f77f52ad81ea13b94ef5159af68fd5d16a180e5abc8b790c5dff1b3ca047; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00062,50,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/VB/L4VB09.swf,,,6fe159253f32c44bf9d6cf07414d45a6a7f4f950d0b4540a3132d285dc274566,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=62; payloadBytes=27; rawTagPayloadSha256=6fe159253f32c44bf9d6cf07414d45a6a7f4f950d0b4540a3132d285dc274566; exactTagIdentitySha256=87fdc941d1ba6d846187aeaadde3fb47cfdf75d2d3d7d995bdc67bd80a44e959; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00063,51,,sprite,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/VB/L4VB09.swf,,,7da23e7193a67968158bf9e61af6e3dd232b0db77237cda95128bba142b5112a,DefineSprite,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=63; payloadBytes=82310; rawTagPayloadSha256=7da23e7193a67968158bf9e61af6e3dd232b0db77237cda95128bba142b5112a; exactTagIdentitySha256=68e1553df2156e1425ac5c3ae8ff76f0bcfecde17ed16e84df3e36f6f44d3134; declaredFrameCount=189; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
