asset_id,swf_character_id,library_symbol,type,source_file,source_frame,exported_file,sha256,format,dimensions_or_bounds,font_glyphs,transformation,confidence,license_or_provenance,notes
swf-definition-00011,1,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN07.swf,,,17feb75f3e0125cd73366ba88db15196814ae3539abcb49f8d4f3d0aa7d18c46,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=11; payloadBytes=2292; rawTagPayloadSha256=17feb75f3e0125cd73366ba88db15196814ae3539abcb49f8d4f3d0aa7d18c46; exactTagIdentitySha256=d7564ada000d00627d247b4a7701887f00d08b7a1b0ee3b971b09d0631f026e8; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00052,41,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN07.swf,,,b5f42f9d8646c1a1687bb8ffff0981bfc191e533e182c89042dd28610c48fe7f,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=52; payloadBytes=31; rawTagPayloadSha256=b5f42f9d8646c1a1687bb8ffff0981bfc191e533e182c89042dd28610c48fe7f; exactTagIdentitySha256=e7787b4719148068d854cf29dd7354261329668b56a76d733e130440cf933b32; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00053,42,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN07.swf,,,4fbe761e29a3b98a31c66884a338c3292b313ed521585eca8ca61eb126aea294,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=53; payloadBytes=25; rawTagPayloadSha256=4fbe761e29a3b98a31c66884a338c3292b313ed521585eca8ca61eb126aea294; exactTagIdentitySha256=892e68c34eeaa3edb840c8151c670e1aae630d87bdc3e0b23c121b70bf2939d0; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00054,43,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN07.swf,,,eff6a0fffae0c74520435422d1bb3f2658bad243c87aa645889722564b37679b,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=54; payloadBytes=25; rawTagPayloadSha256=eff6a0fffae0c74520435422d1bb3f2658bad243c87aa645889722564b37679b; exactTagIdentitySha256=f69154d9bd321586a77406ff9da2e5e29b18a8760800d0e99289d719273ba235; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00055,44,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN07.swf,,,e4c27a5807d99ca9db08c487873b65fcc44aa7249a17c01815b1ee401f0fd129,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=55; payloadBytes=25; rawTagPayloadSha256=e4c27a5807d99ca9db08c487873b65fcc44aa7249a17c01815b1ee401f0fd129; exactTagIdentitySha256=980df71146288ae6a1a0974b7767a12ea16efd22db68912d1cf8987e1ee77282; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00056,45,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN07.swf,,,3fe0efaeb462f718c3a277f7ecb1ac6424754d2bf26d407682d19461d9773a37,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=56; payloadBytes=25; rawTagPayloadSha256=3fe0efaeb462f718c3a277f7ecb1ac6424754d2bf26d407682d19461d9773a37; exactTagIdentitySha256=8a6f2248a753200d2508f8b828b0bae5b0c6d80cf7cb0095e6dcfb470b9bf2af; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00057,46,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN07.swf,,,bc38ea7c2fd05b08927efdb7305e5cf93767c39bd3e73a95c0b4f651204c2f48,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=57; payloadBytes=26; rawTagPayloadSha256=bc38ea7c2fd05b08927efdb7305e5cf93767c39bd3e73a95c0b4f651204c2f48; exactTagIdentitySha256=b631fe27538f31fb4be76e2909c36b3e42fbd94aeb340e2b5af49ce063ece937; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00058,47,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN07.swf,,,4ddfa54c67de357927ad501b1d60c0bb8807324bf7c3092da74b65dbdcaea8cf,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=58; payloadBytes=97; rawTagPayloadSha256=4ddfa54c67de357927ad501b1d60c0bb8807324bf7c3092da74b65dbdcaea8cf; exactTagIdentitySha256=fcfbc2ee5a90031475533d9acb27ccb0e5e1e963efe1b78546bc8e186200093b; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00059,48,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN07.swf,,,bda35ae1ec4912e47cafc6ccd1c7c300be0a42727fcdc85a895717daca6cf09e,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=59; payloadBytes=25; rawTagPayloadSha256=bda35ae1ec4912e47cafc6ccd1c7c300be0a42727fcdc85a895717daca6cf09e; exactTagIdentitySha256=64e52d829051605254b9ee825b40cfc7046b0506af2cbad7d312348c3fccca7a; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00060,49,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN07.swf,,,06eb2487a01dde143db7a136adc9d80837ffa3a2ea2d16d7e95d680dc6ad213a,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=60; payloadBytes=26; rawTagPayloadSha256=06eb2487a01dde143db7a136adc9d80837ffa3a2ea2d16d7e95d680dc6ad213a; exactTagIdentitySha256=0dfc8a1ff1f64719ef48c68bfe99c3804d52a6bf60b052c99a62e638cd268c58; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00061,50,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN07.swf,,,65ee70134bee7bf34d8726ec1c6b122356eed8ab2ca58d5b6836108aa19dc68e,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=61; payloadBytes=193; rawTagPayloadSha256=65ee70134bee7bf34d8726ec1c6b122356eed8ab2ca58d5b6836108aa19dc68e; exactTagIdentitySha256=c5944212370e7e1c1e2942167ee0b7d56a9c2f4fe2a9aa842222ddfdb0ac54c2; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00062,51,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN07.swf,,,964a4c46427836f5d59048cc355288e049580019b94707ce3edd97c378f6bd44,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=62; payloadBytes=25; rawTagPayloadSha256=964a4c46427836f5d59048cc355288e049580019b94707ce3edd97c378f6bd44; exactTagIdentitySha256=e19dcaa49b1dc01c794cc8dee14fa6e733f10918fab189314958473757854c8a; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00063,52,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN07.swf,,,70058fea5fb983e98d1c3283f0f01baf5df85e34395d84d50d8e05606fb94535,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=63; payloadBytes=25; rawTagPayloadSha256=70058fea5fb983e98d1c3283f0f01baf5df85e34395d84d50d8e05606fb94535; exactTagIdentitySha256=20b7f047cb16a9f2b68a80d5a4fcf274a56a4fdadc12b9932492aeb31fa04162; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00064,53,,sprite,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN07.swf,,,2ddcf32f475d6e192b84fb7b2348f94bd83c71da107c2c9b305c7b28269b0faf,DefineSprite,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=64; payloadBytes=230381; rawTagPayloadSha256=2ddcf32f475d6e192b84fb7b2348f94bd83c71da107c2c9b305c7b28269b0faf; exactTagIdentitySha256=e8c18cc3e04304a5f24c029994cf6968e589f5ecc9121273e5b004f4e30e483c; declaredFrameCount=537; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
