"relative_path","path_sha256","bytes","modified_utc","extension","category","priority","sensitivity","database_table","table_row_count","manifest_sha256","integrity_evidence","useful_for_help_math_2_0"
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/ssm_XMetaL.sql","7827950fddfd6d1c65d01279996f689a0ea450d31e2f4a381bd415c9a6908f60","386","2026-07-23T19:52:22.630Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","75a91c35fb4681e0e3826a3596c990689fafd940b6799960246f24f90ea4e3e9","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/ssm_XMetaQ.sql","1b883a174f5d29cfe57c28cfafc8799a5e4297285389344b26b69cd288458e45","379","2026-07-23T19:52:22.610Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","34c64393e6144526a33a73265367cb24f99aa4febbe1c1faf67c4f924040c6f3","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/ssm_XStandardsL.sql","0eee33487e8e2fb19f8332eda0d97354541ffb42faf9d81ac5868b9c3b842015","404","2026-07-23T19:52:22.620Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","49948d6f15aada6b9bc16fcb3e1e4daf33c0d65da4b1f991119ff1cf4b1ada6c","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/ssm_XStandardsQ.sql","c700353baab70eddba26c2dab72e1468129206e892de1c040cd162e0d85b2a7d","401","2026-07-23T19:52:22.630Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","c94fdb15b23b8a155c4a28926545aeb9313fdc5ce988bffe89d21f658eb9960f","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/ssm_XToolsL.sql","9ace4cf585f707dd164e14af3221fd92817d4bccb689e9a03783f205ef1f14eb","384","2026-07-23T19:52:22.640Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","f0dcb730b4df6a6f546da41c610041afc14f2b43575a693bd1e88da8d12be341","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/ssm_XToolsQ.sql","4c4a54732d02278a7726a73772c6e83aa009e85488d5ac6bc834ab59263d83c8","377","2026-07-23T19:52:22.630Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","609e1601326c20ce372463b2e8c4bc393fb6dee84c52dc8004fdb3b005d86018","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/States.sql","440523d9a5c7dc3ec396980fd4bb48e5a4221dd22a8a2fd2f9d3085147d84ef9","185","2026-07-23T19:52:22.630Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","793e77941727e1d37d15b0efee6c7d8a3b807f28392f15be8387cfa9ea236c8b","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/stin.sql","d0473b94aa12dda9cc9382c4eeadd6d4c1611177349d82401e61eb49365da20d","222","2026-07-23T19:52:22.630Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","6645ef1f919be5f8b7582774a6ca47f51a249eeb804b0d61530f8d82ad374c20","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/Student_.sql","023974a4409c01e1d1cda9f496bccd7e6cca69f297681ecc34077e8899216f05","410","2026-07-23T19:52:22.630Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","fa22844ed0fca5272d028332483d3401b5f71de01c2720360225406c282cc340","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/Student_Form_.sql","979b0b26d915e08777ef4424df922e3e952c8e21467946838e315f6bd9be4c33","515","2026-07-23T19:52:22.640Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","c117ed0eb08c394039104dd6fca8263a8d8c07ecb879c30c1dfef778d94e0583","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/Student_Lesson_Assignments_Attributes.sql","016b84c4d2982c86ebe70a61c13559bd4aaabbacaf107ae2eadf08505aaf5ef2","656","2026-07-23T19:52:22.610Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","f43a09f129ccf18a937a900d95e39f5eeae28a3659645b377ffb7f0eade5f976","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/Student_Lesson_Assignments.sql","078da14b40a3ebb2bf544e1a31f038468f31d0564759f2365b88868c91836ee5","308","2026-07-23T19:52:22.620Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","3e8b2549d16a886827575f6b2a8f21a6ede90ebde07b8a95e89ed3c9fe1c8a7c","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/Students.sql","186adb4660772ee94cbbe36d610cb18244c099a5a8e29ae454ee9db2cb3b8e86","1795","2026-07-23T19:52:22.630Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","7f5d34d4f4cd470dad97015b5fe2d72a8c164262e1a2378c1656d010d4dd1a62","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/Teacher_LoginLogout.sql","6a71c0a1822183b42d335423dfe7e6958e33ab1c7312d8ecad4a43c59714cdbe","513","2026-07-23T19:52:22.640Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","a7d65b3c73a19b03396a32678a56213a498c7617cb2642940ecae70c7760271b","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/Teachers.sql","b2dc2c28ca5d00dfbcbacbf23c3c1a723c0099192eaacf76d5a75aa057ecb6f7","1237","2026-07-23T19:52:22.620Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","54528da9de17eba77f76040fbed2ee989df3d38cd34e7690f5b4d0bf209c1db7","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/TimeInTask.sql","7733516030ed9a2c4ccefa2419bab302f4790f86f27fd5b5a7d266dad53cbb18","1442","2026-07-23T19:52:22.620Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","1dc2e1208f6d340cb9e6d5729200f9236876fa2e80c7da33e698b946cb2f9d0b","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/tin.sql","804698f454d4047a96cb2514a91026658ee6ee23fcc13e97a2083d0fc6ef2278","252","2026-07-23T19:52:22.610Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","140a29958bc5fb5b81e9929ba0ac921502e1bea6f38bf1af52c32f5f3740265b","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/TrainingRecordings.sql","807299a87cb0d941423d8ec0bd74811a798100acaa35bcd4e18347ff0a4133ea","362","2026-07-23T19:52:22.620Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","82b5c164e9fce3d8a5c488a3a365b1080a420010cdefb3adb98103ad6a3ed504","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/TrainingRecordingsUsage.sql","5bea75e9c2102df99649678e8ccb944e9b6adf0d0335928da7ef6e19efc7f39d","716","2026-07-23T19:52:22.630Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","9c81fc495bfc0c688fee93fd0a33a1bedeab22a52a4e5b2128784ab64059f18e","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Tables/TrialUsers.sql","db232a5434a942904e294e5cd45eadc79b84a60c22048d8d9634d64ab48de4ac","640","2026-07-23T19:52:22.620Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","de32e37b0516e1c5105c2c30ef22cb29d42858840f2fbf0270815b12212cc785","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/dbo/Views/stuallclass.sql","82fc839833e79d5c89d10a5077d44c7eccbaad132463ba30364d283fd4b5cb9a","264","2026-07-23T19:52:22.660Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","4fa4b9702f6aa3faa8d45f5f7ede8fad322751d1da2debdcafe490be5ab7704f","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/helpprogram/Functions/FormatStandardNumber.sql","cd757ca67aa90fd87b6dff7b95859c6aa6371189b1fb8084a45acc12e052eed4","1346","2026-07-23T19:52:22.690Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","db8d50df550bf31bb07626c8beacf633e24a61b30e696fd5deeeb51ae2710032","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/helpprogram/Functions/isDistrictActive.sql","a38a0195206df52e5dea7fc0b551e6ce7765adcfd65ca42006cf98e78fa731d4","282","2026-07-23T19:52:22.690Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","97e1cf4de4d611dd795122d7f01cd066d8ab979e9b5fc9c0ee1e8a1adb9448f5","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/helpprogram/Functions/TestsForClasses.sql","cb5f48e9691491744b30c73c8b225bdd410c22727516ebd90b14cbeb821a558e","409","2026-07-23T19:52:22.690Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","c7edf473d20f16dce66d8eb2b8218d6d7978539f712ed1467106306650ed28c8","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/helpprogram/Functions/TestsForStudents.sql","b36eedfe6ceba120274aa849d865e1bc41715c089d35035facc904020beb6a19","386","2026-07-23T19:52:22.690Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","a7e312346595bfa357802dc843192c5da2f261ff2d2c727006b6324a8c50ce50","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/helpprogram/Tables/Clicks_Global.sql","5a6445ff364a6eae83dfc429a65ec8ad004c8538274652492ca50b2ed43ab1db","1378","2026-07-23T19:52:22.610Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","d7549d993feb35d57d3716051bf17d056726ad04855172667f7f44f40166f2eb","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/helpprogram/Tables/clicktype.sql","9aac41c8849853acdad409f544527e6876cdf24ca6300b0af12380e7081bbcd0","115","2026-07-23T19:52:22.650Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","ada372bbf6e679883e86db711dc35e78bc47bb4460ea8bbb85695e4149ec17ed","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/helpprogram/Tables/studentnotes.sql","f8efccbb73c5929c196343abb026112c7b8a3dde5a5c4b44552d05a31bb7ab50","1501","2026-07-23T19:52:22.650Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","91f7ddcb26e99d449caa11749002e9b7209ba0809dc890573937f56601362904","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/helpprogram/Tables/X_PreAndPostTestsQuestions.sql","82bd475e268ca02595c56bcbd5df89f0a0272fef4029ffa258b3370ee6a5e37d","868","2026-07-23T19:52:22.640Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","12d0da2b9d451993c6284e9f278fe6136a0451bfa34d9cff4e4ee7bb3b9d7385","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/helpprogram/Views/2010SchoolsWithActivity.sql","94dfe20a3cc520e9c6e5d7cd4ef2fe3e0ad27f759161a8d3f8d90bd7b4bbc2b7","4708","2026-07-23T19:52:22.660Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","b47af65ae5e5a0452a854bd048573ac5a074b294c5e7d0bb75999a5c5b6c0337","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/helpprogram/Views/ActiveClasses.sql","aa6ccb87907e2717afe436498326f519712538e2c18d2d1aeaf0b36c9828a9eb","5634","2026-07-23T19:52:22.660Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","58e0918ae894fb03b46759e87edb0142a1fb0485a7b4dec776f41856a16a13fe","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/helpprogram/Views/Fall2010ActiveSchools.sql","4d872c2e3aeea5bbe0efb74571a1f85e2c8627b8351e3c9a0136f640a583c291","4453","2026-07-23T19:52:22.660Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","10c917e2c5c87d7ae8e92ae0492436cd54cd2a6c3a9c89f652fb1d9a077be44f","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/helpprogram/Views/stuallclass.sql","cf0ad9879d008632f0af5b223d9fa82b5398d40257ecdcef3b286b0f4a3919f1","278","2026-07-23T19:52:22.660Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","a0f3713b82620fa6bba8a6db19c3801edcd4abf6dd18a58bb38efb6e01ba3c88","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/helpprogram/Views/StudentsInSchools.sql","59944b224eb001e6ae2ae2371cea68f4be5700e1dda40e3f22c3af7df729500e","4378","2026-07-23T19:52:22.660Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","2d1cd0f2f85dfdb4841cfd3acc22f514833b609f0f04e36055893b54bd0320bd","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/helpprogram/Views/TestsForClasses_vw.sql","ed60b5915f33edf6af3217d36e29acc86854c54856fc1d2f61ef829490078e5b","1647","2026-07-23T19:52:22.660Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","70ec9576ac98d35fa0d97aabae432b9c7d65e8b09cf8735168a90a2a6485e2b6","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/helpprogram/Views/TestsForStudents_vw_backup.sql","851ace900d52cc578bf1291e77302566aa3b6710dd42997b484e7dbc64d99d9d","3561","2026-07-23T19:52:22.650Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","33b75619c6039b625f597eb246a4520fa179983460f47d3f16a05caab016f456","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/helpprogram/Views/TestsForStudents_vw.sql","570383190a563fbbb2c72a94a0ee7cd19b6b671a6d500cef8fc362a63c56e644","3776","2026-07-23T19:52:22.660Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","87662ef62fcbe9b482701c953ea1d0335690b356b74e54ad0ea77180542ddc5f","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/helpprogram/Views/TestsForStudents_vw2.sql","9b0cb974cd72405bb869057499082f441e702016993a8949b8d5b05bebe48f7e","3971","2026-07-23T19:52:22.660Z","sql","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","4de8ec97a8f75d069300a6be828ba65876d3ddfb468ca0868b68739510fa7c36","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/NewHelpProgram.sqlproj","93a0029ac3bd3948bebead710e1bed31db7adb0cac5cde6636bebbd520df4ef4","1404","2026-07-23T19:52:22.740Z","sqlproj","database_schema_and_business_logic","high","schema_may_reference_legacy_security","","","533a9bd02e46c85c50e86a387054e34250773facf04f9ab48e312fb6bcd061ff","listed_in_existing_sha256_evidence","Recover table design, constraints, functions, views, procedures, and business rules for a clean HELP Math 2.0 redesign."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/Security/[redacted-security-object-029929eb98f3]","029929eb98f38bdca93f79902cbe2a195c159122b68780369b7667a6ad1b5c91","60","2026-07-23T19:52:22.690Z","sql","legacy_database_security_schema","reference_only","legacy_account_or_permission_names","","","f9c824d10150f922317e0daf6d019f2795a9e9721832f7f9018e66b156dd2ad1","listed_in_existing_sha256_evidence","Do not reuse directly; consult only to understand legacy database roles and least-privilege gaps."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/Security/[redacted-security-object-033e0d3ebf50]","033e0d3ebf50bd6972c2403d248c0cb14cd6f4f1c62d98caaf4f59c96c4c1754","101","2026-07-23T19:52:22.680Z","sql","legacy_database_security_schema","reference_only","legacy_account_or_permission_names","","","8084fe676b1771666be5a238d98d734b3a4767058d693a17f40a202dfa5d112b","listed_in_existing_sha256_evidence","Do not reuse directly; consult only to understand legacy database roles and least-privilege gaps."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/Security/[redacted-security-object-05bdaea1386b]","05bdaea1386b3b3bd4d06957d918c3ecf23843c4825cb05a27e2725395fa163e","67","2026-07-23T19:52:22.690Z","sql","legacy_database_security_schema","reference_only","legacy_account_or_permission_names","","","0fcacfab743fb6894901e416810cd505c39aeb78af0a3a447306ce185061bed7","listed_in_existing_sha256_evidence","Do not reuse directly; consult only to understand legacy database roles and least-privilege gaps."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/Security/[redacted-security-object-0dc2ca0346be]","0dc2ca0346be3592e659f55109c8ed4632f83ba089699adee30445d69e43ac9d","61","2026-07-23T19:52:22.690Z","sql","legacy_database_security_schema","reference_only","legacy_account_or_permission_names","","","2736951e0750f622443444597b02800c4b0c916a32ba48a942457aa4ade0b4a8","listed_in_existing_sha256_evidence","Do not reuse directly; consult only to understand legacy database roles and least-privilege gaps."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/Security/[redacted-security-object-0f14cd762feb]","0f14cd762feb2cd555312dbd57b7cbbb503ef4ed123085755599b56d90650527","42","2026-07-23T19:52:22.700Z","sql","legacy_database_security_schema","reference_only","legacy_account_or_permission_names","","","4998d7990b2483f16025e0443554f3f74e7a328b8eb336eff02033fbe5c2745a","listed_in_existing_sha256_evidence","Do not reuse directly; consult only to understand legacy database roles and least-privilege gaps."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/Security/[redacted-security-object-111cece2dfb0]","111cece2dfb070a6fd57fe8c872b20d451d5f2294f47a80ebda033c016dc5a5f","60","2026-07-23T19:52:22.690Z","sql","legacy_database_security_schema","reference_only","legacy_account_or_permission_names","","","40a99d2164091984af42f6841c209f86bf1d286eeb8ee3b3ec71656c9361c2c6","listed_in_existing_sha256_evidence","Do not reuse directly; consult only to understand legacy database roles and least-privilege gaps."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/Security/[redacted-security-object-11bfc16092fd]","11bfc16092fdeef45e5850062a4a9eda79cbd62046a799af9d9735cc9e4f6899","39","2026-07-23T19:52:22.700Z","sql","legacy_database_security_schema","reference_only","legacy_account_or_permission_names","","","1b651642f9ace40b9cfc994ea7c90309901a3d81f2fbcacbfef9f7b299737844","listed_in_existing_sha256_evidence","Do not reuse directly; consult only to understand legacy database roles and least-privilege gaps."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/Security/[redacted-security-object-15e42a428f28]","15e42a428f28959612baac662cdaabf11ca1400e422b66b4c3870e252d8d1330","79","2026-07-23T19:52:22.680Z","sql","legacy_database_security_schema","reference_only","legacy_account_or_permission_names","","","d041e27de122715bd9bbd97356e2074eba82c01998db4e509e6a32cadf564912","listed_in_existing_sha256_evidence","Do not reuse directly; consult only to understand legacy database roles and least-privilege gaps."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/Security/[redacted-security-object-18c4ef615a9b]","18c4ef615a9be396e28d736d317b37ac8c8363057bd9b88d1b77f09100e16de2","105","2026-07-23T19:52:22.680Z","sql","legacy_database_security_schema","reference_only","legacy_account_or_permission_names","","","7e5fb9fa2b204ba4103515093a88b052f098408522793243d4e287aeb495af3a","listed_in_existing_sha256_evidence","Do not reuse directly; consult only to understand legacy database roles and least-privilege gaps."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/Security/[redacted-security-object-1a7e323d2672]","1a7e323d267282ae060fd55bbdc5c5f0af14bd407e449697aef51a54c75ceae6","99","2026-07-23T19:52:22.680Z","sql","legacy_database_security_schema","reference_only","legacy_account_or_permission_names","","","7ed8a36f2d5b604d5916995881ccb97bf3ec36f9c8207fe5cd7dd6a40aec66bc","listed_in_existing_sha256_evidence","Do not reuse directly; consult only to understand legacy database roles and least-privilege gaps."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/Security/[redacted-security-object-2654457ce2db]","2654457ce2db0053600ef36e43c6a9cf729b34e2889957b808a689d28e6f04b5","39","2026-07-23T19:52:22.700Z","sql","legacy_database_security_schema","reference_only","legacy_account_or_permission_names","","","e682db8efcd3b66b56a18171a3223ef216bfed80df366ad9c549a0cb79ef9de2","listed_in_existing_sha256_evidence","Do not reuse directly; consult only to understand legacy database roles and least-privilege gaps."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/Security/[redacted-security-object-2acf04e4462a]","2acf04e4462aeb9b066c51bf1c63e3f2ebc1f729c2712a8712e1eb0c9051ad75","65","2026-07-23T19:52:22.690Z","sql","legacy_database_security_schema","reference_only","legacy_account_or_permission_names","","","b65285049b4c08d7990122db782e73c6575d7cfa0b9bc5899bfbfcde1740679b","listed_in_existing_sha256_evidence","Do not reuse directly; consult only to understand legacy database roles and least-privilege gaps."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/Security/[redacted-security-object-2afb0f89247d]","2afb0f89247db5ab31fd0a57f109ec041153060453042fa219a61cfeccf21aff","61","2026-07-23T19:52:22.700Z","sql","legacy_database_security_schema","reference_only","legacy_account_or_permission_names","","","bcee63a172c19ef431fb7ef20b287bda33f197b6c125be1b7065047d9dcccee2","listed_in_existing_sha256_evidence","Do not reuse directly; consult only to understand legacy database roles and least-privilege gaps."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/Security/[redacted-security-object-38a7ca755570]","38a7ca75557023cf8f6bdcfb1c693dd644cf292b19d0326251d9612f892e63df","74","2026-07-23T19:52:22.680Z","sql","legacy_database_security_schema","reference_only","legacy_account_or_permission_names","","","1113b8911aba2af34ace4783eb0445547623d3eaa03431958b357b10b1df2078","listed_in_existing_sha256_evidence","Do not reuse directly; consult only to understand legacy database roles and least-privilege gaps."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/Security/[redacted-security-object-3e3e8ebfa675]","3e3e8ebfa6753d21a75cd2015b2794076ef176e497e30f3983f302b66b7fca49","60","2026-07-23T19:52:22.690Z","sql","legacy_database_security_schema","reference_only","legacy_account_or_permission_names","","","1d462f583eef0a2d6efa952d63c94c0a6d59bf18c27b2d6ade55ad3b18271179","listed_in_existing_sha256_evidence","Do not reuse directly; consult only to understand legacy database roles and least-privilege gaps."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/Security/[redacted-security-object-3f8750131825]","3f875013182526961af53728763d8a29abec8c7a089a8547ac8227864fa404ed","35","2026-07-23T19:52:22.700Z","sql","legacy_database_security_schema","reference_only","legacy_account_or_permission_names","","","86ec0536c3c3897c4494163878d0667e6ac39d39b218af7050acfd5461d642c2","listed_in_existing_sha256_evidence","Do not reuse directly; consult only to understand legacy database roles and least-privilege gaps."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/Security/[redacted-security-object-431d0885bd2d]","431d0885bd2d77dc4a20e5381e6c2a8eb7ac7c9c15949adb18dbd98dd5635bdd","35","2026-07-23T19:52:22.700Z","sql","legacy_database_security_schema","reference_only","legacy_account_or_permission_names","","","07ac46ec9c9ea9e6e87799f68987a7c4d7500825032ec6dea7dd457184aab7c5","listed_in_existing_sha256_evidence","Do not reuse directly; consult only to understand legacy database roles and least-privilege gaps."
"extracted_NewHelpProgram_20210203/02_schema/SqlProject/Security/[redacted-security-object-4341d89a0383]","4341d89a03831cb28d0e6c20cc69bbf0b21270489d1dc7d38cfdc1487307899a","73","2026-07-23T19:52:22.690Z","sql","legacy_database_security_schema","reference_only","legacy_account_or_permission_names","","","46c0aecaeeb9b554a58b1255090dde7671f2b8b89cf323b53f2588ec2a4ca4da","listed_in_existing_sha256_evidence","Do not reuse directly; consult only to understand legacy database roles and least-privilege gaps."
