asset_id,swf_character_id,library_symbol,type,source_file,source_frame,exported_file,sha256,format,dimensions_or_bounds,font_glyphs,transformation,confidence,license_or_provenance,notes
swf-definition-00011,1,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,4df1d068b7995db17b512ee3f21944241ea20d3e63acc4f1114f2beba601bfee,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=11; payloadBytes=2292; rawTagPayloadSha256=4df1d068b7995db17b512ee3f21944241ea20d3e63acc4f1114f2beba601bfee; exactTagIdentitySha256=d3073ac94ae7df3eb39ebea81745d9b920231265c86087e967d26094ddfd7d23; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00052,41,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,d0ef84828dec74592db2b264218da0cd8f8e881ba53ab81210314e53370ea606,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=52; payloadBytes=103; rawTagPayloadSha256=d0ef84828dec74592db2b264218da0cd8f8e881ba53ab81210314e53370ea606; exactTagIdentitySha256=6e853ca9bee57d9851738f5a7e0ddc94cd6964845fb4087c897df5560e8d50ec; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00053,42,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,1f75d7eb19797ebc3d9eab129d309de6a9aa741c3e98e7c5ba2ab8e9829f9962,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=53; payloadBytes=33; rawTagPayloadSha256=1f75d7eb19797ebc3d9eab129d309de6a9aa741c3e98e7c5ba2ab8e9829f9962; exactTagIdentitySha256=8d4ce905784316cdb788f9d724b3407ffc48c0ff808b31cc396bc345fb10959f; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00054,43,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,b6131bdbade2e98aef5117258b3ab2b83359e28d61bd6fb4116720ea24e82052,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=54; payloadBytes=53; rawTagPayloadSha256=b6131bdbade2e98aef5117258b3ab2b83359e28d61bd6fb4116720ea24e82052; exactTagIdentitySha256=4833b27bbadfe90593db6f5660c58c984a63a238c0a34f1ba86edbf082f08810; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00055,44,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,33cc273beec297bfc374d707a14388800244060e51875381961ab3f76ed0e96a,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=55; payloadBytes=122; rawTagPayloadSha256=33cc273beec297bfc374d707a14388800244060e51875381961ab3f76ed0e96a; exactTagIdentitySha256=86ed4f4f0fc60a542f44ac13cf632c815a2f6292539978c4cc058d9c8d71fbb2; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00056,45,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,65fcaadba193924520a127bb117cda1878402aea47f226f733c5419afca3d628,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=56; payloadBytes=33; rawTagPayloadSha256=65fcaadba193924520a127bb117cda1878402aea47f226f733c5419afca3d628; exactTagIdentitySha256=da245fe9918adf855bb3501e0423598971127067c289174b4e3ecf455061c6bb; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00057,46,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,0f538753ed7f3e88129a0178b2794aeccf3ccddad9466fdf86a7cf725fcb2362,DefineShape2,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=57; payloadBytes=69; rawTagPayloadSha256=0f538753ed7f3e88129a0178b2794aeccf3ccddad9466fdf86a7cf725fcb2362; exactTagIdentitySha256=1d624f1c4a5a5def61dcba013a4a8ff7a7d5b7f53c495972c6f4e9ec33d5921f; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00058,47,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,e3f8ae04116054dc7c2c752a5d41cd8cd9af681adcc46bdb5249006060b25bc6,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=58; payloadBytes=40; rawTagPayloadSha256=e3f8ae04116054dc7c2c752a5d41cd8cd9af681adcc46bdb5249006060b25bc6; exactTagIdentitySha256=8601fd8f2c258f13cad8554347a09f7ec4ef22f8a75b6c7de47b15c10628fc2e; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00059,48,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,59aef355d4b1c083dbc9f2ad90ca5954e4a204b754a5e6ab3c3e2922ae67c2e4,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=59; payloadBytes=41; rawTagPayloadSha256=59aef355d4b1c083dbc9f2ad90ca5954e4a204b754a5e6ab3c3e2922ae67c2e4; exactTagIdentitySha256=ba0d9f29a96ed25409167b4542fc7b0ca22f87dbbb996c3f89e3c9ca54bc1cbd; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00060,49,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,74c84f30cd8d8b6f2812f47204e88b11925036c4fa68bfba07673c3f9816ba8a,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=60; payloadBytes=41; rawTagPayloadSha256=74c84f30cd8d8b6f2812f47204e88b11925036c4fa68bfba07673c3f9816ba8a; exactTagIdentitySha256=b8a3bb72290dc5d85f1b8ee6a4eec86991bd6d77f7197d3121ec508855b650cd; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00061,50,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,e1c342dfc4e02d14166b55683776d6a7ffa75e8017ec06b78c11ed5284c85cc0,DefineShape2,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=61; payloadBytes=63; rawTagPayloadSha256=e1c342dfc4e02d14166b55683776d6a7ffa75e8017ec06b78c11ed5284c85cc0; exactTagIdentitySha256=3599dc1d02859d529876ac1d4d3697d0223325d6e36afb5bc8c8659163b63791; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00062,51,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,d5f26a0b2ac5c062a643d65b549dae752bb60e5ebcdeb314d93f047bcd9e9f5b,DefineShape2,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=62; payloadBytes=63; rawTagPayloadSha256=d5f26a0b2ac5c062a643d65b549dae752bb60e5ebcdeb314d93f047bcd9e9f5b; exactTagIdentitySha256=958a3f89a1093b8b63a2042a71b0332c96f8e4fc29eeffc72d09e9c0a2176be8; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00063,52,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,d22f252aec6f6b81f82f12184dc6b683ab121731780b990eaa7d4685ad98077f,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=63; payloadBytes=42; rawTagPayloadSha256=d22f252aec6f6b81f82f12184dc6b683ab121731780b990eaa7d4685ad98077f; exactTagIdentitySha256=f60f4a254e5b721159127387a6f896b48d663146357584ec61cdf466baea22cc; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00064,53,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,3a30b84ed05f86a51d4217a293450c068367d34712c16167cec07d81cfb4fa26,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=64; payloadBytes=56; rawTagPayloadSha256=3a30b84ed05f86a51d4217a293450c068367d34712c16167cec07d81cfb4fa26; exactTagIdentitySha256=e7b3349523e1da99c5c9d48bae7fec40cf493f56e472d10cadfc74b43a045d81; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00065,54,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,ec37045a4e45ff6d0d909917463ba20f567ba6098fbf3e7f4d156add32174c71,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=65; payloadBytes=33; rawTagPayloadSha256=ec37045a4e45ff6d0d909917463ba20f567ba6098fbf3e7f4d156add32174c71; exactTagIdentitySha256=67d39abf12f22deefa9bc8fdd12100a4a44ecce1e9f890df1705820989dd6592; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00066,55,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,89dd08682cac38fad87c682ff85a51fc2cc4c62b7ad3d03571c4d96944edbea5,DefineShape2,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=66; payloadBytes=65; rawTagPayloadSha256=89dd08682cac38fad87c682ff85a51fc2cc4c62b7ad3d03571c4d96944edbea5; exactTagIdentitySha256=3eeedcdeb34ea6e883e61d08c86698b4cb46929abcb4c55df24b94818a03d419; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00067,56,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,a550fcc36c4c76dafaf90ca56da54bf4ba1dcf313ed6b23745b5d01b826d2e6e,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=67; payloadBytes=43; rawTagPayloadSha256=a550fcc36c4c76dafaf90ca56da54bf4ba1dcf313ed6b23745b5d01b826d2e6e; exactTagIdentitySha256=6a1412ac8b288098efaa251e6cbd781b3e91139ba8586cbd842efac725a44af0; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00068,57,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,4ce72b8a9c7d749686e003f61ae96b286f7bf0787ec1259e6ee88574b197bb2f,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=68; payloadBytes=43; rawTagPayloadSha256=4ce72b8a9c7d749686e003f61ae96b286f7bf0787ec1259e6ee88574b197bb2f; exactTagIdentitySha256=37418c73f0331e3358e7cb532a3bb5efcec9feedb99d5ae49164d54a525d746e; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00069,58,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,4a67f72dac204e44d606f2eb8fda8b8e300a2bf52f3775c876faf01d88c975f8,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=69; payloadBytes=43; rawTagPayloadSha256=4a67f72dac204e44d606f2eb8fda8b8e300a2bf52f3775c876faf01d88c975f8; exactTagIdentitySha256=ac90fad75ff380b8b4221f490a37d62335e2b58a5463e574128e8c1bf19d154d; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00070,59,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,8a016d92db422d968f3d6eae37ad70a4453486d21a54fc466755d8f55b492558,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=70; payloadBytes=43; rawTagPayloadSha256=8a016d92db422d968f3d6eae37ad70a4453486d21a54fc466755d8f55b492558; exactTagIdentitySha256=1d2ac1a31670f4bcdf757f9def1df70fdd9b64f79e686891c9aa3d03b7dacb45; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00071,60,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,cb6904202878f7779307f06cec2b0f8c061f548a915a9790fdb912ec612c4afe,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=71; payloadBytes=43; rawTagPayloadSha256=cb6904202878f7779307f06cec2b0f8c061f548a915a9790fdb912ec612c4afe; exactTagIdentitySha256=1ef22e999cb07514d59c2a62f550c97d05facdfddde578719ff58d89929f15d4; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00072,61,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,a178a8a92aa39ab8de9564a74cc3a9e16fb24a6859d518c7f0c48dc1eb78170c,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=72; payloadBytes=43; rawTagPayloadSha256=a178a8a92aa39ab8de9564a74cc3a9e16fb24a6859d518c7f0c48dc1eb78170c; exactTagIdentitySha256=43f63c2b3596280abdc81d2ed16bd4a04460f7b2f688e68ba3f522d1f0e40287; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00073,62,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,3e1c4363af48a1ccb7648f6ba6434448cbb9737bd2377a914a62bfadc6d33fd1,DefineShape2,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=73; payloadBytes=217; rawTagPayloadSha256=3e1c4363af48a1ccb7648f6ba6434448cbb9737bd2377a914a62bfadc6d33fd1; exactTagIdentitySha256=1b8329c7c8929161ac001fbfb07ee38d385f28c4569e8b37b249842eb7b3e04f; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00074,63,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,701e554265e32631a4117d67b1790491032acc580ccf2c52b238b5bf081569f1,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=74; payloadBytes=29; rawTagPayloadSha256=701e554265e32631a4117d67b1790491032acc580ccf2c52b238b5bf081569f1; exactTagIdentitySha256=c5fbfc2e32d84b5cdad79744af55902c5aa2648f4803eead1cc79a7265ba9a86; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00075,64,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,55439f86fe858c078991505853d8b6b1c7276e7d533480513954052f6474c475,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=75; payloadBytes=38; rawTagPayloadSha256=55439f86fe858c078991505853d8b6b1c7276e7d533480513954052f6474c475; exactTagIdentitySha256=06f83d018e2134448dc83c5fbbe8da1c4f8854b0ec6e44464d32cb495fcf6def; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00076,65,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,22165b5f31dc8024adff65c3641acf9090f3893ef99465bbb1bc9ef93820e0d2,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=76; payloadBytes=29; rawTagPayloadSha256=22165b5f31dc8024adff65c3641acf9090f3893ef99465bbb1bc9ef93820e0d2; exactTagIdentitySha256=df59530dd56056ac4f377589caf0f7663831e2d794da2694deb6243f4dea577e; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00077,66,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,d1c217c08060e35b156c787c1145cfbe73caf08489c69b419bfcd197d5eaa121,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=77; payloadBytes=25; rawTagPayloadSha256=d1c217c08060e35b156c787c1145cfbe73caf08489c69b419bfcd197d5eaa121; exactTagIdentitySha256=32a9c04a1bd0a6efd7611d6f7abc2d9ccb2bff508bae2a4958a863877312510a; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00078,67,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,c233e9df69d73bea207489f8fd7de4b24072eb823a1ea598ca45c1edf04827dd,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=78; payloadBytes=34; rawTagPayloadSha256=c233e9df69d73bea207489f8fd7de4b24072eb823a1ea598ca45c1edf04827dd; exactTagIdentitySha256=01ff43e8d7d52bcdc78aaa5128f0a75ea6d1acbb7216f68e03a8536879e64dee; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00079,68,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,779e5d7588120f7ba0e52eb0a15cb3649d583a5d80752cef0e8c4741010ba411,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=79; payloadBytes=25; rawTagPayloadSha256=779e5d7588120f7ba0e52eb0a15cb3649d583a5d80752cef0e8c4741010ba411; exactTagIdentitySha256=426d0846e4b2807a7a5993717d8992a870c85aa682017b5481f211b5326cc3d3; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00080,69,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,ae79bcbb9cc66fb26a3243d7653d10470ff08a3a64cb323a9f2a79eb0e0f50d6,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=80; payloadBytes=25; rawTagPayloadSha256=ae79bcbb9cc66fb26a3243d7653d10470ff08a3a64cb323a9f2a79eb0e0f50d6; exactTagIdentitySha256=498021bb993c6bfc8236569864d1b73b20f9848f797da24703459c136445ac33; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00081,70,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,3d0cb743980d6bdf14b4f0c4fcb1eda5947e6cfc6d7ff5bb5c03b42d77d3038b,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=81; payloadBytes=25; rawTagPayloadSha256=3d0cb743980d6bdf14b4f0c4fcb1eda5947e6cfc6d7ff5bb5c03b42d77d3038b; exactTagIdentitySha256=cef250647087ef842533fa7877c36b90e8b4b91a2938efdf4b6439b65ce79aa6; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00082,71,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,b16e91ce1ec5b9c783f307272377df4679c148bcce1f14af41b86ac2b6d26f8f,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=82; payloadBytes=25; rawTagPayloadSha256=b16e91ce1ec5b9c783f307272377df4679c148bcce1f14af41b86ac2b6d26f8f; exactTagIdentitySha256=64b0d854453c6854a21df12b83d00828a38bd76db54933288a8b550681d3a9e2; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00083,72,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,de42967067deae4721971e2dbd323ceb413ac05945b91f5a9cc1865cd9fc0141,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=83; payloadBytes=25; rawTagPayloadSha256=de42967067deae4721971e2dbd323ceb413ac05945b91f5a9cc1865cd9fc0141; exactTagIdentitySha256=1d0253fb4a2e344869c8e7db2e1f83687016f0ae4d73856408eef64919084fe8; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00084,73,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,19366f64ff731f3a27d60bbaa5d4f3f0c358afa9f8b3bb1ca037f0527e97f860,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=84; payloadBytes=25; rawTagPayloadSha256=19366f64ff731f3a27d60bbaa5d4f3f0c358afa9f8b3bb1ca037f0527e97f860; exactTagIdentitySha256=dda5bf185442b08bf7f8661677d929a398c24550901a73c1a1c2a0b5b355ce0c; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00085,74,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,54d1f29bf6e69e23bc554ae9fab7ebbee8626d438e9726ca3f06c89630e7ceca,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=85; payloadBytes=33; rawTagPayloadSha256=54d1f29bf6e69e23bc554ae9fab7ebbee8626d438e9726ca3f06c89630e7ceca; exactTagIdentitySha256=758953eeebd9d5f632a88be080d432600fa07eee1723e27cd175bcafda55b07e; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00086,75,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,dfd70a5404dd65390f72016267e862e78beaf14bff4e6d0579f2821e7b11101f,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=86; payloadBytes=25; rawTagPayloadSha256=dfd70a5404dd65390f72016267e862e78beaf14bff4e6d0579f2821e7b11101f; exactTagIdentitySha256=68599825c25ce3c4508e70e5099a0702d042421a22f1385d83c4a2e9429c3873; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00087,76,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,645f9365d61cf884164af3f3c13fd03f10680b0a77821bbb1f883e4442109015,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=87; payloadBytes=30; rawTagPayloadSha256=645f9365d61cf884164af3f3c13fd03f10680b0a77821bbb1f883e4442109015; exactTagIdentitySha256=8ce5e4747f227897705bb95ac279030e5c97f8c84adafe2a643a8705bcea5230; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00088,77,,sprite,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN10.swf,,,fc0918f2f43b076c0b93d062a14c1de998649cb5be743254e2e68e6615f20aad,DefineSprite,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=88; payloadBytes=275839; rawTagPayloadSha256=fc0918f2f43b076c0b93d062a14c1de998649cb5be743254e2e68e6615f20aad; exactTagIdentitySha256=9a63c75a930fb2f08b1bcfff59d117b1b1ece489b12f080e3b404226f308c019; declaredFrameCount=641; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
