cue_id,language,source_file,sha256,start_frame,start_frame_domain_id,start_semantics,duration_ms,format,channels,sample_rate_hz,source_character_id,notes
catalog-audio-064,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q12.mp3,b0c9b09f4a7fe2119ca18c5230ad1de36f76f82b8508c1a5510ec1936bf71fdd,,,catalog association only; runtime cue is unresolved,5929.75,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-065,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q12B.mp3,c6312091480ce58f85e87a18a6330ba4577c715cdbb910264f38fa8f4c7a674a,,,catalog association only; runtime cue is unresolved,634.938,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-066,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q13C.mp3,2b024d82fec0453e13a340345086006356efb6fdf4c26a6f9e19a51b9d102d94,,,catalog association only; runtime cue is unresolved,6739.562,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-067,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q13D.mp3,a83fc2975ab78d51cf1587933823240b07c58a9eafca93677fa4165a8326a56d,,,catalog association only; runtime cue is unresolved,6739.562,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-068,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q14.mp3,faae5a648d62d52713858d77564e0320ac497aaf08aedc18aaa1c1ca7dd93574,,,catalog association only; runtime cue is unresolved,6217.125,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-069,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q14A.mp3,8873eb9cd7b497606fca6b01df93e08437c33e625ccc5450c07b5cfcc2b811b4,,,catalog association only; runtime cue is unresolved,5773.062,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-070,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q14D.mp3,f22783c3f9786a4b5ee78c8033f4d53e5e21862b368f72f2a3a2d15ba3a96669,,,catalog association only; runtime cue is unresolved,6060.375,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-071,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q15B.mp3,5a92ebec0186abd1489238b86a3a9540ff4f249c63d2cedf3bd6179646fb5988,,,catalog association only; runtime cue is unresolved,6008.125,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-072,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q15C.mp3,cd7145e6a50e7ff6233ca2b8c3120ab4f34f0711089d33e97bc4c7345d27751d,,,catalog association only; runtime cue is unresolved,6243.25,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-073,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q16.mp3,36148c933b8173c946c3899f5f58961a0dd276a034a0948185b934b6380ff65e,,,catalog association only; runtime cue is unresolved,5799.125,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-074,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q16C.mp3,e1577ddd0e6672b72b98b932023d5dcdd3a1bfeaf7f8fa8b5d301c7a027940c1,,,catalog association only; runtime cue is unresolved,6243.25,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-075,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q17.mp3,b91b7be1578131044276acf42333689bcc6833833c43b18096cc1231a4b01083,,,catalog association only; runtime cue is unresolved,15490.562,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-076,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q17C.mp3,03d90c7fe1a2cf5b5a50cf33888758cb5a4f29f6b7042e32421a128a6ec37c66,,,catalog association only; runtime cue is unresolved,1933.062,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-077,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q17D.mp3,3ae03dd6170e8b3006f44f6f6b699c53535211d12338faefeb2cb9c264e37673,,,catalog association only; runtime cue is unresolved,1541.187,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-078,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q18A.mp3,465bc1b7cfb92644eccebd2557d42ca4e54d907175c2a52b4bbc9419569bbfdc,,,catalog association only; runtime cue is unresolved,1384.437,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-079,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q19B.mp3,7559c55b8b73cea876ff91e2811b519012e75674713de8a8288b4f386afa476e,,,catalog association only; runtime cue is unresolved,1828.562,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-080,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q1A.mp3,d97ba0448f7590b3d3bd4a29a82015da5107b4063999b8147cf752aca32d4550,,,catalog association only; runtime cue is unresolved,4545.25,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-081,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q1C.mp3,29981517cd8c544c5a3d1cc47f6af50f22dc63ba449593f43c67ffe6c0e6babd,,,catalog association only; runtime cue is unresolved,5694.687,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-082,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q20C.mp3,111e4d263d795892384993efdb9bde3e4201ac24e838dbe90c0c5e89122649a7,,,catalog association only; runtime cue is unresolved,1488.938,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-083,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q20D.mp3,c25f5126c9cb69b3fc83aa3b5dd7e987d71dd5d33f16c656e4bb8faf86d86d5a,,,catalog association only; runtime cue is unresolved,1697.937,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-084,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q21B.mp3,a1802db0a495b6a7542a7464ef4d7a689f924517922d08e60600bf6c8271b4b0,,,catalog association only; runtime cue is unresolved,1332.188,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-085,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q21C.mp3,5020be798e5cb0a5e9fbae5e69df78427d501b513245158ce5e692d3e7665dcb,,,catalog association only; runtime cue is unresolved,1384.437,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-086,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q22D.mp3,250937a0e33438a42b6301cd11a12e208f07695447d5b0fbc59dc200864ec07b,,,catalog association only; runtime cue is unresolved,1776.312,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-087,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q23.mp3,f27020b7f2e272ba4a9b888905359353ab462e52153db0534baaaca5780026ce,,,catalog association only; runtime cue is unresolved,10631.813,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-088,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q23C.mp3,3698f872629a68fdcd8ac83e06022ce51b2a66ea8ef44c0c1b988032aa45eeed,,,catalog association only; runtime cue is unresolved,2063.625,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-089,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q23D.mp3,7b7fecc219f52024d4a3aac28f124b8a10be4dd93f5d79b45723c329c6f2d786,,,catalog association only; runtime cue is unresolved,1854.688,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-090,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q24D.mp3,0c2aff002d29317472620653fea05cd8f1b8f20db143d74e2d9eab05bc84daf5,,,catalog association only; runtime cue is unresolved,1724.063,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-091,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q25A.mp3,6fd984b448b7431e99da800b76936f48e89374760aa4072ab6c2c63203fd8c76,,,catalog association only; runtime cue is unresolved,2063.625,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-092,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q25B.mp3,6071322b7d411c651d3260229e383c02f90d1700c425c575df9b1b69addb3398,,,catalog association only; runtime cue is unresolved,1985.25,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-093,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q25D.mp3,4b4f7b403073877347ca8359f8b46da3a03619ca38169e4b94e3f36710f80778,,,catalog association only; runtime cue is unresolved,2194.25,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-094,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q2B.mp3,fcade49651631247fd2149e9e4ff2cbc8991d3c5af0873765adb860d38e19603,,,catalog association only; runtime cue is unresolved,5564.062,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-095,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q2C.mp3,48325079c04903d8dd169a176dfee87f6435ff20bf53bd3201f312f58f635568,,,catalog association only; runtime cue is unresolved,5485.688,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-096,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q2D.mp3,a074e187dc8c4bd81f529367903c0d2b33d8de22f0bb0a92d9cc2c78c0b6c3ed,,,catalog association only; runtime cue is unresolved,5485.688,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-097,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q3A.mp3,73f464ad7cf2377e52b993e1d91d9889ece26253815991afe4a6b774414355e3,,,catalog association only; runtime cue is unresolved,4231.813,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-098,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q3B.mp3,11a98c8da9781f1e5a6220f61a3691c6c4a92cecba525ae4f8eefaf098090fa4,,,catalog association only; runtime cue is unresolved,4284.063,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-099,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q3D.mp3,5568af35de1a3d226686355dd2c605087be6f3b6f779b86c172ec0b7b7abc442,,,catalog association only; runtime cue is unresolved,5668.563,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-100,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q5D.mp3,81026950cf1276d2dc470095466e1a5345c5cb68da0ff5cfdc4e514fe8b8c9a3,,,catalog association only; runtime cue is unresolved,5668.563,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-101,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q6.mp3,00b2b3ab460185d8f279658a60aa0425cd54b29d71e4a980c3fe2adbfc873b2f,,,catalog association only; runtime cue is unresolved,17084.062,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-102,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q6B.mp3,33061e7f222403a7126c07c4c00d3715903675be4fa132d58434960346c01c91,,,catalog association only; runtime cue is unresolved,5172.187,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-103,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q7B.mp3,c6312091480ce58f85e87a18a6330ba4577c715cdbb910264f38fa8f4c7a674a,,,catalog association only; runtime cue is unresolved,634.938,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-104,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q7D.mp3,4bb51dfaef4ea9d08485fd1700c7e88bb093ba468981e0ed7a9287bc16106ba3,,,catalog association only; runtime cue is unresolved,608.812,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-105,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q8A.mp3,8058ac1e19d24939beda4e7afee0752979dfccae3b0c20e4a94eda463724964b,,,catalog association only; runtime cue is unresolved,608.812,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-106,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q8B.mp3,c6312091480ce58f85e87a18a6330ba4577c715cdbb910264f38fa8f4c7a674a,,,catalog association only; runtime cue is unresolved,634.938,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-107,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q8D.mp3,4bb51dfaef4ea9d08485fd1700c7e88bb093ba468981e0ed7a9287bc16106ba3,,,catalog association only; runtime cue is unresolved,608.812,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
catalog-audio-108,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/FQ/SA/Q9A.mp3,8058ac1e19d24939beda4e7afee0752979dfccae3b0c20e4a94eda463724964b,,,catalog association only; runtime cue is unresolved,608.812,mp3,1,44100,,"association=catalog-shared-group; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
