asset_id,swf_character_id,library_symbol,type,source_file,source_frame,exported_file,sha256,format,dimensions_or_bounds,font_glyphs,transformation,confidence,license_or_provenance,notes
swf-definition-00011,1,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,d6d87c55e699568a33ed343a3e0b9db3430abb176c8922315f97d4a450e21497,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=11; payloadBytes=2292; rawTagPayloadSha256=d6d87c55e699568a33ed343a3e0b9db3430abb176c8922315f97d4a450e21497; exactTagIdentitySha256=01e890b4852035b7fd30f9e2148a15a6104b9eaa1883f9e37d427c00b9747149; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00052,41,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,10ac0d15cd0249d4740f66ccd7fd8484f90f4ce3526c67a4afa33b0d5fb3b937,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=52; payloadBytes=36; rawTagPayloadSha256=10ac0d15cd0249d4740f66ccd7fd8484f90f4ce3526c67a4afa33b0d5fb3b937; exactTagIdentitySha256=62b4552c31dcb61563f6e2d0277fc6742508fec5f18022b5a7175072c1ac375a; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00053,42,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,0d009c59ec1f5d888e8eb80650b5eeccd827a56ff7c864900548b84b3ded168a,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=53; payloadBytes=38; rawTagPayloadSha256=0d009c59ec1f5d888e8eb80650b5eeccd827a56ff7c864900548b84b3ded168a; exactTagIdentitySha256=5df499533190aaf8812e9a8117055a71d1d85f57b1bb28ed90508c10774e4889; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00054,43,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,b20c6da2a08e75ec141bbbcf5ce65a09e599254732edbeb1baaa30e3b10e9636,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=54; payloadBytes=38; rawTagPayloadSha256=b20c6da2a08e75ec141bbbcf5ce65a09e599254732edbeb1baaa30e3b10e9636; exactTagIdentitySha256=34157085d5683c073ed9c0b9f88be65f5dbdcc27e00011aa588bd93eb0e8f246; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00055,44,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,678f11e16b582fe4c368b689fe61a554da38cda1a6301347693897bca99fa9dd,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=55; payloadBytes=38; rawTagPayloadSha256=678f11e16b582fe4c368b689fe61a554da38cda1a6301347693897bca99fa9dd; exactTagIdentitySha256=1c2ea83f8964542ce9a30b83cb1d6d549f54292e19f62293e3e8c2f1cbb15072; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00056,45,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,84557c55be3286febbbc041e7944cf1dca8259f9582f46be3076454b0bd211da,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=56; payloadBytes=37; rawTagPayloadSha256=84557c55be3286febbbc041e7944cf1dca8259f9582f46be3076454b0bd211da; exactTagIdentitySha256=7f9020816692e9114f28b76104aef3185e54e9c28c7f4f10f0714508c7f53963; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00057,46,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,bff6e1a6d4e0e87fa474786bd99d023d8a317f31963ca0eedeb8cbf8d7d3549a,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=57; payloadBytes=143; rawTagPayloadSha256=bff6e1a6d4e0e87fa474786bd99d023d8a317f31963ca0eedeb8cbf8d7d3549a; exactTagIdentitySha256=ad67bde1bd6f50bf8bc4c72af9768af1162639ccc8071518b8e842c26d85cea8; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00058,47,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,21411dcc95bb3fcbba82817a07c4867322db129a3688a39fc6a5e0c5928f8a30,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=58; payloadBytes=25; rawTagPayloadSha256=21411dcc95bb3fcbba82817a07c4867322db129a3688a39fc6a5e0c5928f8a30; exactTagIdentitySha256=c9d9b4bc5587a04b1ee173fdca6df4dbac15989bd3992ba0642e5a3070ab4a47; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00059,48,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,94aaa274b93c5e16fa99e25092c9faa700a02fe38d75105bf7088998f1d89365,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=59; payloadBytes=28; rawTagPayloadSha256=94aaa274b93c5e16fa99e25092c9faa700a02fe38d75105bf7088998f1d89365; exactTagIdentitySha256=6d8dbea8214096f1414b325330ed8d355e47103bd16203f011c5a4e26ccd7d7d; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00060,49,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,bd198c356d516a40ef4d910df02522174432aa1e6f0bd8b67fe5305c6c30ba96,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=60; payloadBytes=26; rawTagPayloadSha256=bd198c356d516a40ef4d910df02522174432aa1e6f0bd8b67fe5305c6c30ba96; exactTagIdentitySha256=363e292adab97054f2aad441daca3e2e54f069db142a97c03ede34896aa7bcd7; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00061,50,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,95882a8f6461ad2374f916bbceac6848aa21b389301706ca89fd27f0e4d1735f,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=61; payloadBytes=25; rawTagPayloadSha256=95882a8f6461ad2374f916bbceac6848aa21b389301706ca89fd27f0e4d1735f; exactTagIdentitySha256=3e8d80c66bd9aa103cd83d8369903c6231bd125361a21de2e3fffbc91a6ec0df; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00062,51,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,e4aabaa9da800162102286321fbb891a3bc90d9cb1bff9616e8235f113f33873,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=62; payloadBytes=25; rawTagPayloadSha256=e4aabaa9da800162102286321fbb891a3bc90d9cb1bff9616e8235f113f33873; exactTagIdentitySha256=e5190d5b20fa3d26d849ad6d864a241098adb9ec908614b3ac8a7a39992cc762; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00063,52,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,b166b1f1cc1bee6affe9b4dc290049016dfec9a2110aca85e6191dd0de0574ce,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=63; payloadBytes=25; rawTagPayloadSha256=b166b1f1cc1bee6affe9b4dc290049016dfec9a2110aca85e6191dd0de0574ce; exactTagIdentitySha256=94d33708a01811022ccb812c0064847b4c484c6dbd97a68e8ad51c4c1fc0d0e7; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00064,53,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,e973258aadfa5972bcd5876544a300336ac62707e428eb601039cca9be79fe21,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=64; payloadBytes=25; rawTagPayloadSha256=e973258aadfa5972bcd5876544a300336ac62707e428eb601039cca9be79fe21; exactTagIdentitySha256=ddee7cb0656ef63161b33531d9f65c764b30371e2613261f03a968e423424ad1; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00065,54,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,02f854e604f1aec59ec9f189f276bcc1c7699a15a2707cbb95f10e7d4cd4b52b,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=65; payloadBytes=25; rawTagPayloadSha256=02f854e604f1aec59ec9f189f276bcc1c7699a15a2707cbb95f10e7d4cd4b52b; exactTagIdentitySha256=6ae38d0ce82a80051822b32167e2dd90f36a3b3408fecb270da9028d79688b5a; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00066,55,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,0366a352b3631f95b4d4ec7d286d772cef78538237aa3f76706008fbd9af2c6e,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=66; payloadBytes=26; rawTagPayloadSha256=0366a352b3631f95b4d4ec7d286d772cef78538237aa3f76706008fbd9af2c6e; exactTagIdentitySha256=e56e428d3b4512f1ab099d39fba977d7034b590c4c0256ef70f858db96eee408; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00067,56,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,f31fe507895a74efaa6e18e16561c2f9d01b96825c1e9bb52d7aa985824d9beb,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=67; payloadBytes=25; rawTagPayloadSha256=f31fe507895a74efaa6e18e16561c2f9d01b96825c1e9bb52d7aa985824d9beb; exactTagIdentitySha256=2983f0b1559e684e1ebebc7c3559014f169a9a5029092552c4fb64b3d16afebd; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00068,57,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,05bb3fb0b5f425d61d6407eeb57a19a699d219fc22380bb696b117957dca5ed7,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=68; payloadBytes=25; rawTagPayloadSha256=05bb3fb0b5f425d61d6407eeb57a19a699d219fc22380bb696b117957dca5ed7; exactTagIdentitySha256=8f8df4a09840b509d84493724394a0425ff6a33e9930fb6bf96083b5ace66b2b; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00069,58,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,6e782ce464d58e055f5adfa4cc78ca9b84564e937c9329c7f41d9f9747755d09,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=69; payloadBytes=25; rawTagPayloadSha256=6e782ce464d58e055f5adfa4cc78ca9b84564e937c9329c7f41d9f9747755d09; exactTagIdentitySha256=5f50ab16f440e37831b2f2a14b97d873309d62f3209cef2a487fda82d9e4fda5; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00070,59,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,b7eac1d486c1ac8166281703db072c239329884687aefb0988f6d46d8126dae7,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=70; payloadBytes=25; rawTagPayloadSha256=b7eac1d486c1ac8166281703db072c239329884687aefb0988f6d46d8126dae7; exactTagIdentitySha256=5294046d3c6165307dab98aeea19a3fa538b80b4b3a53c750b494a11e98384fe; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00071,60,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,c60ed24b9fc3f0ab504286dda323998620552fcc54615520cede667d9ef73a5b,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=71; payloadBytes=25; rawTagPayloadSha256=c60ed24b9fc3f0ab504286dda323998620552fcc54615520cede667d9ef73a5b; exactTagIdentitySha256=2583dd6590da7ac87736750abc9032500d6079cfbb5098e53d7b740321da5945; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00072,61,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,066aebc3d2efd8617ff2a152383598306a1ab306e07d3df8e21b946422f13abf,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=72; payloadBytes=25; rawTagPayloadSha256=066aebc3d2efd8617ff2a152383598306a1ab306e07d3df8e21b946422f13abf; exactTagIdentitySha256=6a8594b03dc7a3ba24879729d6ec8d133469d5a408ce5abedce8bbc4ee8a11d0; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00073,62,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,caa69213136efb32ab6a82358cb23a5b7c238a07fdffead72bde8a94afca277b,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=73; payloadBytes=25; rawTagPayloadSha256=caa69213136efb32ab6a82358cb23a5b7c238a07fdffead72bde8a94afca277b; exactTagIdentitySha256=c55b469a952b6af4dd81fd76bfab9e79bb22d2f28fa4ca98473370cf1e920b33; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00074,63,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,5a675cec49637b1a6ae68e6b577f3bdf1bde1fc2d44c9aad15183a9f8334cccd,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=74; payloadBytes=178; rawTagPayloadSha256=5a675cec49637b1a6ae68e6b577f3bdf1bde1fc2d44c9aad15183a9f8334cccd; exactTagIdentitySha256=fb46c040bcb69459ad7054a7da066ddc1c62a9ceacecdba1a3280105e4234279; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00075,64,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,7ce5b1365c11cefad5f29b94737c94e55a72ad59dbd8fbcd75cb4ef5ec46b97e,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=75; payloadBytes=25; rawTagPayloadSha256=7ce5b1365c11cefad5f29b94737c94e55a72ad59dbd8fbcd75cb4ef5ec46b97e; exactTagIdentitySha256=cfcbe80808a54a2fa61a9f210c56f92589b6a48073ada26e99e3d2a8f8a1982b; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00076,65,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,706b235bec859a3ef9611d724efb13c220fcd9e1424807fff1b6092b517d085c,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=76; payloadBytes=25; rawTagPayloadSha256=706b235bec859a3ef9611d724efb13c220fcd9e1424807fff1b6092b517d085c; exactTagIdentitySha256=65181dd8b678531aae4c34e29a825682a5b02b8ff1de6ef84760fdd09c3e0e39; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00077,66,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,fca6cdf0a4de2f6fcad3933da31b457d7733ef9b11c5ee4dbea4629efe43ce14,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=77; payloadBytes=135; rawTagPayloadSha256=fca6cdf0a4de2f6fcad3933da31b457d7733ef9b11c5ee4dbea4629efe43ce14; exactTagIdentitySha256=01d50331c223d1acaffac6e381f0085011e96d0812d947f0ea1f8b714bb78ff9; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00078,67,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,20b42e7c0f5037247108b575f1c919bfc6d7777b2e55818c4a055fa1f55e55e8,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=78; payloadBytes=25; rawTagPayloadSha256=20b42e7c0f5037247108b575f1c919bfc6d7777b2e55818c4a055fa1f55e55e8; exactTagIdentitySha256=d6f38a1765c950936fbc7511036abe79671455877a92f75fe06461e17d4bb64e; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00079,68,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,f38603b1fb1e3b6ca7e9b9f9448e79b602aadea13be5fd008ea2bc4591afb49e,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=79; payloadBytes=26; rawTagPayloadSha256=f38603b1fb1e3b6ca7e9b9f9448e79b602aadea13be5fd008ea2bc4591afb49e; exactTagIdentitySha256=70677ae36eb0b6e58944aaace04fb963b17a7c22a73ff484ad174d3421ed8fad; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00080,69,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,16ce32bdf8936f5b21afd3b48c6ddc667ef593869c7c9250b34fe012f6f83dc9,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=80; payloadBytes=202; rawTagPayloadSha256=16ce32bdf8936f5b21afd3b48c6ddc667ef593869c7c9250b34fe012f6f83dc9; exactTagIdentitySha256=aee358e7c3ce9e8ab69dddb8ae8f17eec738e38abc858b6172a0bab66571e2bc; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00081,70,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,9d8c6f1acd27c7698ed188d39ab7a928bb8c63e6808faf35b563520376b580d1,DefineShape3,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=81; payloadBytes=523; rawTagPayloadSha256=9d8c6f1acd27c7698ed188d39ab7a928bb8c63e6808faf35b563520376b580d1; exactTagIdentitySha256=04075a48fae098993d76f9f62ed1584928b13fbfe366b66dc3f66e0ddf3cc61b; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00082,71,,bitmap,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,365726676ff3b173bee4f394e7046716f73ae6354e7b598a67526d20c6885c73,DefineBitsLossless2,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=82; payloadBytes=535; rawTagPayloadSha256=365726676ff3b173bee4f394e7046716f73ae6354e7b598a67526d20c6885c73; exactTagIdentitySha256=2d4518e696c6ab377021d2ace74e0254dbce99abb6f8ce9a91b07525bf4e8b30; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00083,72,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,d2780afb9014e62226d1e9649b82db2c8b500ccede35cd114462c9c262e14677,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=83; payloadBytes=49; rawTagPayloadSha256=d2780afb9014e62226d1e9649b82db2c8b500ccede35cd114462c9c262e14677; exactTagIdentitySha256=8e4fe83d3265f580ece17ec24bd2c987b44c1f9b29651f309ba5eb25c19e75ba; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00084,73,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,b9a0ec390ee56708702e238ad976761759245b6ff00aefb9982de9b05c9e405a,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=84; payloadBytes=36; rawTagPayloadSha256=b9a0ec390ee56708702e238ad976761759245b6ff00aefb9982de9b05c9e405a; exactTagIdentitySha256=93b3550f03d3dfefb57bb494e9fa18f9febb29a59e37c38bacce78723011ba70; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00085,74,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,d1b86ac8d38cf65785d917a610f916f5fe32105ee538f37a98fc791d1243cbd4,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=85; payloadBytes=38; rawTagPayloadSha256=d1b86ac8d38cf65785d917a610f916f5fe32105ee538f37a98fc791d1243cbd4; exactTagIdentitySha256=f1fe08024dbad0102801fd5dcd3bfd8dcab5be7aab372148e701b0ff4d0ffe17; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00086,75,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,fe69aa60c564e8f4315411bdebf26ed6fb5127b77ad58305b076d94860e7eaa0,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=86; payloadBytes=36; rawTagPayloadSha256=fe69aa60c564e8f4315411bdebf26ed6fb5127b77ad58305b076d94860e7eaa0; exactTagIdentitySha256=8addd8f8851acb2bf69c9350c81891e0f524761f132c19a90233ed82d394e2d5; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00087,76,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,2b3484602206e8bfd6392db3b25684b7c904a1391b4c56b08a4fc7cb5aeff8d4,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=87; payloadBytes=38; rawTagPayloadSha256=2b3484602206e8bfd6392db3b25684b7c904a1391b4c56b08a4fc7cb5aeff8d4; exactTagIdentitySha256=0a6fcd45ffb91226d05a9613314da0c407a1dccd865244656e53e5d84cb8ef5f; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00088,77,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,86354e50bedb76a87ebea50a178e6972d23f2efaabe162c50ad20ef7eb53b70f,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=88; payloadBytes=38; rawTagPayloadSha256=86354e50bedb76a87ebea50a178e6972d23f2efaabe162c50ad20ef7eb53b70f; exactTagIdentitySha256=a8f9adec7137087c887c2444b834e850f458b27f94d5c868bc5036093ce8e988; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00089,78,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,d50afd9e22b18320ca326cf28a5a572f0717d7bb323cec022316d95289c96a6e,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=89; payloadBytes=38; rawTagPayloadSha256=d50afd9e22b18320ca326cf28a5a572f0717d7bb323cec022316d95289c96a6e; exactTagIdentitySha256=1952de1ef8ceb5d38743adf31f7b18203e78d4b65ce4ff6105c82223e68fa14f; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00090,79,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,51a7b3233bac04123594019f7cf0dd7b9ed57c679856ef784bcd3d51bd042155,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=90; payloadBytes=36; rawTagPayloadSha256=51a7b3233bac04123594019f7cf0dd7b9ed57c679856ef784bcd3d51bd042155; exactTagIdentitySha256=d74d5a7445b787237bc7a0fe675744ede4a86123549ef668c569e3d080ac1ddd; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00091,80,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN05.swf,,,43d682633e8af55661c2cf78914f4ee1dac7f027f084bf21d662165d590ac8e2,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=91; payloadBytes=38; rawTagPayloadSha256=43d682633e8af55661c2cf78914f4ee1dac7f027f084bf21d662165d590ac8e2; exactTagIdentitySha256=8a86e7fd733d9b1c1bcf24048f6f5c9c8be06f5e7d4d6e183b6f9b093d487e56; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
